,FECHA,MUNICIPIO RESIDENCIA,CASOS
1466,2020-06-07,Tláhuac,40
1467,2020-06-07,Venustiano Carranza,54
1468,2020-06-07,Xochimilco,62
1469,2020-06-07,Álvaro Obregón,56
1470,2020-06-08,Azcapotzalco,279
1471,2020-06-08,Benito Juárez,99
1472,2020-06-08,Coyoacán,155
1473,2020-06-08,Cuajimalpa de Morelos,209
1474,2020-06-08,Cuauhtémoc,117
1475,2020-06-08,Gustavo A. Madero,219
1476,2020-06-08,Iztacalco,191
1477,2020-06-08,Iztapalapa,245
1478,2020-06-08,La Magdalena Contreras,67
1479,2020-06-08,Miguel Hidalgo,58
1480,2020-06-08,Milpa Alta,110
1482,2020-06-08,Tlalpan,193
1483,2020-06-08,Tláhuac,105
1484,2020-06-08,Venustiano Carranza,134
1485,2020-06-08,Xochimilco,159
1486,2020-06-08,Álvaro Obregón,119
1487,2020-06-09,Azcapotzalco,272
1488,2020-06-09,Benito Juárez,77
1489,2020-06-09,Coyoacán,134
1490,2020-06-09,Cuajimalpa de Morelos,218
1491,2020-06-09,Cuauhtémoc,143
1492,2020-06-09,Gustavo A. Madero,245
1493,2020-06-09,Iztacalco,168
1494,2020-06-09,Iztapalapa,216
1495,2020-06-09,La Magdalena Contreras,58
1496,2020-06-09,Miguel Hidalgo,74
1497,2020-06-09,Milpa Alta,98
1499,2020-06-09,Tlalpan,162
1500,2020-06-09,Tláhuac,125
1501,2020-06-09,Venustiano Carranza,172
1502,2020-06-09,Xochimilco,148
1503,2020-06-09,Álvaro Obregón,140
1504,2020-06-10,Azcapotzalco,299
1505,2020-06-10,Benito Juárez,90
1506,2020-06-10,Coyoacán,162
1507,2020-06-10,Cuajimalpa de Morelos,241
1508,2020-06-10,Cuauhtémoc,101
1509,2020-06-10,Gustavo A. Madero,221
1510,2020-06-10,Iztacalco,161
1511,2020-06-10,Iztapalapa,235
1512,2020-06-10,La Magdalena Contreras,58
1513,2020-06-10,Miguel Hidalgo,81
1514,2020-06-10,Milpa Alta,97
1516,2020-06-10,Tlalpan,169
1517,2020-06-10,Tláhuac,122
1518,2020-06-10,Venustiano Carranza,160
1519,2020-06-10,Xochimilco,143
1520,2020-06-10,Álvaro Obregón,119
1521,2020-06-11,Azcapotzalco,265
1522,2020-06-11,Benito Juárez,83
1523,2020-06-11,Coyoacán,135
1524,2020-06-11,Cuajimalpa de Morelos,205
1525,2020-06-11,Cuauhtémoc,79
1526,2020-06-11,Gustavo A. Madero,253
1527,2020-06-11,Iztacalco,174
1528,2020-06-11,Iztapalapa,209
1529,2020-06-11,La Magdalena Contreras,56
1530,2020-06-11,Miguel Hidalgo,61
1531,2020-06-11,Milpa Alta,86
1533,2020-06-11,Tlalpan,170
1534,2020-06-11,Tláhuac,117
1535,2020-06-11,Venustiano Carranza,152
1536,2020-06-11,Xochimilco,112
1537,2020-06-11,Álvaro Obregón,121
1538,2020-06-12,Azcapotzalco,222
1539,2020-06-12,Benito Juárez,105
1540,2020-06-12,Coyoacán,127
1541,2020-06-12,Cuajimalpa de Morelos,240
1542,2020-06-12,Cuauhtémoc,111
1543,2020-06-12,Gustavo A. Madero,253
1544,2020-06-12,Iztacalco,195
1545,2020-06-12,Iztapalapa,244
1546,2020-06-12,La Magdalena Contreras,69
1547,2020-06-12,Miguel Hidalgo,55
1548,2020-06-12,Milpa Alta,93
1550,2020-06-12,Tlalpan,158
1551,2020-06-12,Tláhuac,171
1552,2020-06-12,Venustiano Carranza,159
1553,2020-06-12,Xochimilco,149
1554,2020-06-12,Álvaro Obregón,146
1555,2020-06-13,Azcapotzalco,128
1556,2020-06-13,Benito Juárez,45
1557,2020-06-13,Coyoacán,60
1558,2020-06-13,Cuajimalpa de Morelos,136
1559,2020-06-13,Cuauhtémoc,32
1560,2020-06-13,Gustavo A. Madero,90
1561,2020-06-13,Iztacalco,101
1562,2020-06-13,Iztapalapa,116
1563,2020-06-13,La Magdalena Contreras,23
1564,2020-06-13,Miguel Hidalgo,37
1565,2020-06-13,Milpa Alta,51
1567,2020-06-13,Tlalpan,78
1568,2020-06-13,Tláhuac,46
1569,2020-06-13,Venustiano Carranza,71
1570,2020-06-13,Xochimilco,81
1571,2020-06-13,Álvaro Obregón,72
1572,2020-06-14,Azcapotzalco,124
1573,2020-06-14,Benito Juárez,43
1574,2020-06-14,Coyoacán,47
1575,2020-06-14,Cuajimalpa de Morelos,107
1576,2020-06-14,Cuauhtémoc,38
1577,2020-06-14,Gustavo A. Madero,77
1578,2020-06-14,Iztacalco,64
1579,2020-06-14,Iztapalapa,95
1580,2020-06-14,La Magdalena Contreras,40
1581,2020-06-14,Miguel Hidalgo,32
1582,2020-06-14,Milpa Alta,62
1584,2020-06-14,Tlalpan,43
1585,2020-06-14,Tláhuac,60
1586,2020-06-14,Venustiano Carranza,62
1587,2020-06-14,Xochimilco,63
1588,2020-06-14,Álvaro Obregón,47
1589,2020-06-15,Azcapotzalco,285
1590,2020-06-15,Benito Juárez,123
1591,2020-06-15,Coyoacán,196
1592,2020-06-15,Cuajimalpa de Morelos,265
1593,2020-06-15,Cuauhtémoc,101
1594,2020-06-15,Gustavo A. Madero,250
1595,2020-06-15,Iztacalco,192
1596,2020-06-15,Iztapalapa,238
1597,2020-06-15,La Magdalena Contreras,91
1598,2020-06-15,Miguel Hidalgo,87
1599,2020-06-15,Milpa Alta,75
1601,2020-06-15,Tlalpan,154
1602,2020-06-15,Tláhuac,131
1603,2020-06-15,Venustiano Carranza,143
1604,2020-06-15,Xochimilco,121
1605,2020-06-15,Álvaro Obregón,138
1606,2020-06-16,Azcapotzalco,301
1607,2020-06-16,Benito Juárez,105
1608,2020-06-16,Coyoacán,144
1609,2020-06-16,Cuajimalpa de Morelos,227
1610,2020-06-16,Cuauhtémoc,104
1611,2020-06-16,Gustavo A. Madero,232
1612,2020-06-16,Iztacalco,181
1613,2020-06-16,Iztapalapa,317
1614,2020-06-16,La Magdalena Contreras,68
1615,2020-06-16,Miguel Hidalgo,77
1616,2020-06-16,Milpa Alta,104
1618,2020-06-16,Tlalpan,170
1619,2020-06-16,Tláhuac,147
1620,2020-06-16,Venustiano Carranza,176
1621,2020-06-16,Xochimilco,119
1622,2020-06-16,Álvaro Obregón,149
1623,2020-06-17,Azcapotzalco,307
1624,2020-06-17,Benito Juárez,97
1625,2020-06-17,Coyoacán,145
1626,2020-06-17,Cuajimalpa de Morelos,252
1627,2020-06-17,Cuauhtémoc,99
1628,2020-06-17,Gustavo A. Madero,197
1629,2020-06-17,Iztacalco,207
1630,2020-06-17,Iztapalapa,241
1631,2020-06-17,La Magdalena Contreras,70
1632,2020-06-17,Miguel Hidalgo,65
1633,2020-06-17,Milpa Alta,104
1635,2020-06-17,Tlalpan,187
1636,2020-06-17,Tláhuac,115
1637,2020-06-17,Venustiano Carranza,106
1638,2020-06-17,Xochimilco,142
1639,2020-06-17,Álvaro Obregón,124
1640,2020-06-18,Azcapotzalco,308
1641,2020-06-18,Benito Juárez,137
1642,2020-06-18,Coyoacán,185
1643,2020-06-18,Cuajimalpa de Morelos,222
1644,2020-06-18,Cuauhtémoc,108
1645,2020-06-18,Gustavo A. Madero,189
1646,2020-06-18,Iztacalco,177
1647,2020-06-18,Iztapalapa,295
1648,2020-06-18,La Magdalena Contreras,59
1649,2020-06-18,Miguel Hidalgo,75
1650,2020-06-18,Milpa Alta,98
1652,2020-06-18,Tlalpan,175
1653,2020-06-18,Tláhuac,163
1654,2020-06-18,Venustiano Carranza,173
1655,2020-06-18,Xochimilco,118
1656,2020-06-18,Álvaro Obregón,125
1657,2020-06-19,Azcapotzalco,304
1658,2020-06-19,Benito Juárez,86
1659,2020-06-19,Coyoacán,157
1660,2020-06-19,Cuajimalpa de Morelos,275
1661,2020-06-19,Cuauhtémoc,77
1662,2020-06-19,Gustavo A. Madero,186
1663,2020-06-19,Iztacalco,191
1664,2020-06-19,Iztapalapa,265
1665,2020-06-19,La Magdalena Contreras,95
1666,2020-06-19,Miguel Hidalgo,65
1667,2020-06-19,Milpa Alta,123
1669,2020-06-19,Tlalpan,215
1670,2020-06-19,Tláhuac,143
1671,2020-06-19,Venustiano Carranza,173
1672,2020-06-19,Xochimilco,110
1673,2020-06-19,Álvaro Obregón,117
1674,2020-06-20,Azcapotzalco,189
1675,2020-06-20,Benito Juárez,44
1676,2020-06-20,Coyoacán,86
1677,2020-06-20,Cuajimalpa de Morelos,162
1678,2020-06-20,Cuauhtémoc,49
1679,2020-06-20,Gustavo A. Madero,87
1680,2020-06-20,Iztacalco,148
1681,2020-06-20,Iztapalapa,115
1682,2020-06-20,La Magdalena Contreras,40
1683,2020-06-20,Miguel Hidalgo,47
1684,2020-06-20,Milpa Alta,70
1686,2020-06-20,Tlalpan,71
1687,2020-06-20,Tláhuac,98
1688,2020-06-20,Venustiano Carranza,103
1689,2020-06-20,Xochimilco,118
1690,2020-06-20,Álvaro Obregón,70
1691,2020-06-21,Azcapotzalco,105
1692,2020-06-21,Benito Juárez,45
1693,2020-06-21,Coyoacán,50
1694,2020-06-21,Cuajimalpa de Morelos,151
1695,2020-06-21,Cuauhtémoc,35
1696,2020-06-21,Gustavo A. Madero,85
1697,2020-06-21,Iztacalco,100
1698,2020-06-21,Iztapalapa,87
1699,2020-06-21,La Magdalena Contreras,31
1700,2020-06-21,Miguel Hidalgo,29
1701,2020-06-21,Milpa Alta,48
1703,2020-06-21,Tlalpan,84
1704,2020-06-21,Tláhuac,93
1705,2020-06-21,Venustiano Carranza,65
1706,2020-06-21,Xochimilco,85
1707,2020-06-21,Álvaro Obregón,56
1708,2020-06-22,Azcapotzalco,385
1709,2020-06-22,Benito Juárez,151
1710,2020-06-22,Coyoacán,225
1711,2020-06-22,Cuajimalpa de Morelos,416
1712,2020-06-22,Cuauhtémoc,153
1713,2020-06-22,Gustavo A. Madero,259
1714,2020-06-22,Iztacalco,289
1715,2020-06-22,Iztapalapa,409
1716,2020-06-22,La Magdalena Contreras,136
1717,2020-06-22,Miguel Hidalgo,91
1718,2020-06-22,Milpa Alta,146
1720,2020-06-22,Tlalpan,221
1721,2020-06-22,Tláhuac,231
1722,2020-06-22,Venustiano Carranza,291
1723,2020-06-22,Xochimilco,223
1724,2020-06-22,Álvaro Obregón,195
1725,2020-06-23,Azcapotzalco,430
1726,2020-06-23,Benito Juárez,174
1727,2020-06-23,Coyoacán,241
1728,2020-06-23,Cuajimalpa de Morelos,400
1729,2020-06-23,Cuauhtémoc,160
1730,2020-06-23,Gustavo A. Madero,403
1731,2020-06-23,Iztacalco,296
1732,2020-06-23,Iztapalapa,584
1733,2020-06-23,La Magdalena Contreras,193
1734,2020-06-23,Miguel Hidalgo,82
1735,2020-06-23,Milpa Alta,179
1737,2020-06-23,Tlalpan,273
1738,2020-06-23,Tláhuac,211
1739,2020-06-23,Venustiano Carranza,356
1740,2020-06-23,Xochimilco,233
1741,2020-06-23,Álvaro Obregón,270
1742,2020-06-24,Azcapotzalco,173
1743,2020-06-24,Benito Juárez,52
1744,2020-06-24,Coyoacán,129
1745,2020-06-24,Cuajimalpa de Morelos,124
1746,2020-06-24,Cuauhtémoc,80
1747,2020-06-24,Gustavo A. Madero,212
1748,2020-06-24,Iztacalco,149
1749,2020-06-24,Iztapalapa,276
1750,2020-06-24,La Magdalena Contreras,87
1751,2020-06-24,Miguel Hidalgo,51
1752,2020-06-24,Milpa Alta,75
1754,2020-06-24,Tlalpan,147
1755,2020-06-24,Tláhuac,111
1756,2020-06-24,Venustiano Carranza,121
1757,2020-06-24,Xochimilco,146
1758,2020-06-24,Álvaro Obregón,125
